fit_slot,slot_label,player_id,player_name,team_or_org,primary_position,primary_position_abbrev,age,bat_side,pitch_hand,birth_country,unified_fit_score,weighted_component_score,categorical_risk_penalty,role_or_position_adjustment,sample_adjustment,age_adjustment,hard_gate,role_or_position_note,sample_note,age_note,data_mining_reason,structured_risk_check,market_realism_status,contract_control_bucket,medical_risk_bucket,sensitivity_band,ssg_fit_component,kbo_translation_component,market_realism_component,tool_process_component,surplus_access_component,failure_resilience_component,internal_prior_score,hitter_recent_pa,hitter_recent_woba,hitter_recent_bb_pct,hitter_recent_k_pct,hitter_recent_hardhit_rate,hitter_recent_barrel_rate,pitcher_milb_role_continuity_bucket,pitcher_milb_2026_ip,pitcher_milb_2026_games_started,pitcher_milb_2026_k9,pitcher_milb_2026_bb9,pitcher_milb_2026_hr9,unified_rank_within_slot
foreign_hitter,외인타자,666163.0,Ben Rortvedt,NYM,Catcher,C,28.0,Left,Right,USA,50.595,62.095,0.5,-12.0,1.0,0.0,position_hold,외야 우선순위 미충족: 포수,타격 표본 보통: recent PA 128,연령 정상권: 28세,"SSG runner-on-first 전환 병목을 겨냥한 OF/DH 후보; SSG fit 47.6; KBO translation 73.1; market 85.2; recent PA 128, wOBA 0.233",market_realism_status=contract_verification_needed (-0.5),contract_verification_needed,non40man_or_outrighted_medium_access,no_public_medical_signal_from_roster_transactions,stable_top50_review_locked,47.621,73.073,85.211,54.513,58.613,59.488,53.998,128.0,0.2334677419354838,0.0859375,0.1796875,0.1978021978021978,0.0329670329670329,,,,,,,37
foreign_hitter,외인타자,623168.0,Tyler Heineman,TOR,Catcher,C,35.0,Switch,Right,USA,50.515,66.015,3.5,-12.0,3.0,-3.0,position_hold,외야 우선순위 미충족: 포수,타격 표본 안정: recent PA 261,연령 리스크: 35세,"SSG runner-on-first 전환 병목을 겨냥한 OF/DH 후보; SSG fit 56.3; KBO translation 80.3; market 72.8; recent PA 261, wOBA 0.300",market_realism_status=low_access_or_unknown_market_status (-5) | contract_access_bonus=recent_dfa_high_access (+1.5),low_access_or_unknown_market_status,recent_dfa_high_access,no_public_medical_signal_from_roster_transactions,stable_top50_review_locked,56.255,80.348,72.812,66.042,55.633,63.93,59.443,261.0,0.3004125174387838,0.053639846743295,0.1839080459770115,0.1977204301075268,0.0267096774193548,,,,,,,38
foreign_hitter,외인타자,682515.0,Logan Porter,LAA,Catcher,C,30.0,Right,Right,USA,48.757,63.757,-1.0,-12.0,-4.0,0.0,position_hold,외야 우선순위 미충족: 포수,타격 표본 매우 작음: recent PA 9,연령 정상권: 30세,"SSG runner-on-first 전환 병목을 겨냥한 OF/DH 후보; SSG fit 49.0; KBO translation 78.9; market 78.1; recent PA 9, wOBA 0.256",market_realism_status=contract_verification_needed (-0.5) | contract_access_bonus=recent_dfa_high_access (+1.5),contract_verification_needed,recent_dfa_high_access,no_public_medical_signal_from_roster_transactions,stable_top50_review_locked,49.045,78.884,78.125,58.812,58.652,64.469,56.675,9.0,0.2555555555555555,0.1111111111111111,0.1111111111111111,0.0,0.0,,,,,,,39
foreign_hitter,외인타자,673995.0,Davis Wendzel,PIT,Third Base,3B,29.0,Right,Right,USA,44.945,66.945,13.0,-5.0,-4.0,0.0,position_hold,외야 우선순위 미충족: 코너/내야 보조 후보,타격 표본 매우 작음: recent PA 4,연령 정상권: 29세,"SSG runner-on-first 전환 병목을 겨냥한 OF/DH 후보; SSG fit 63.2; KBO translation 86.0; market 69.2; recent PA 4, wOBA 0.000",market_realism_status=contract_blocker_watch (-7) | contract_access_risk=40man_nonactive_contract_blocker (-6),contract_blocker_watch,40man_nonactive_contract_blocker,no_public_medical_signal_from_roster_transactions,stable_top50_review_locked,63.185,86.046,69.181,74.9,38.858,49.449,57.023,4.0,0.0,0.0,0.0,0.5,0.0,,,,,,,40
foreign_hitter,외인타자,682663.0,Agustín Ramírez,MIA,Catcher,C,24.0,Right,Right,Dominican Republic,43.206,64.206,13.0,-12.0,3.0,1.0,position_hold,외야 우선순위 미충족: 포수,타격 표본 안정: recent PA 714,연령 upside: 24세,"SSG runner-on-first 전환 병목을 겨냥한 OF/DH 후보; SSG fit 61.3; KBO translation 76.9; market 72.2; recent PA 714, wOBA 0.313",market_realism_status=contract_blocker_watch (-7) | contract_access_risk=40man_nonactive_contract_blocker (-6),contract_blocker_watch,40man_nonactive_contract_blocker,no_public_medical_signal_from_roster_transactions,stable_top50_review_locked,61.271,76.889,72.154,67.504,42.355,48.856,53.534,714.0,0.3126927983166157,0.0686274509803921,0.1946778711484593,0.4601136229139542,0.0987986743993371,,,,,,,41
foreign_hitter,외인타자,650490.0,Yandy Díaz,TB,Designated Hitter,DH,34.0,Right,Right,Cuba,42.643,63.643,17.0,-4.0,3.0,-3.0,position_hold,외야 적합성 확인 필요,타격 표본 안정: recent PA 918,연령 리스크: 34세,"SSG runner-on-first 전환 병목을 겨냥한 OF/DH 후보; SSG fit 68.0; KBO translation 83.4; market 41.5; recent PA 918, wOBA 0.390",market_realism_status=contract_blocker_watch (-7) | contract_access_risk=active_mlb_contract_blocker (-10),contract_blocker_watch,active_mlb_contract_blocker,no_public_medical_signal_from_roster_transactions,stable_top50_review_locked,68.002,83.422,41.529,85.745,27.948,48.967,54.823,918.0,0.3899923940743575,0.088235294117647,0.1350762527233115,0.5078794612938813,0.0851420999577276,,,,,,,42
foreign_hitter,외인타자,649966.0,,AZ,,,,,,,38.952,68.952,29.0,-4.0,3.0,0.0,position_hold,외야 적합성 확인 필요,타격 표본 안정: recent PA 330,나이 정보 없음,"SSG runner-on-first 전환 병목을 겨냥한 OF/DH 후보; SSG fit 76.0; KBO translation 78.8; market 68.1; recent PA 330, wOBA 0.313",market_realism_status=medical_hold_before_scouting (-10) | medical_risk_bucket=medical_hold_current_or_recent (-9) | contract_access_risk=active_mlb_contract_blocker (-10),medical_hold_before_scouting,active_mlb_contract_blocker,medical_hold_current_or_recent,stable_top50_review_locked,75.987,78.766,68.105,69.996,47.332,41.368,57.309,330.0,0.3125757575757576,0.0939393939393939,0.1333333333333333,0.3020408163265306,0.036734693877551,,,,,,,43
foreign_hitter,외인타자,686469.0,Vinnie Pasquantino,KC,First Base,1B,28.0,Left,Left,USA,37.138,64.138,25.0,-5.0,3.0,0.0,position_hold,외야 우선순위 미충족: 코너/내야 보조 후보,타격 표본 안정: recent PA 957,연령 정상권: 28세,"SSG runner-on-first 전환 병목을 겨냥한 OF/DH 후보; SSG fit 67.1; KBO translation 82.9; market 53.5; recent PA 957, wOBA 0.341",market_realism_status=medical_hold_before_scouting (-10) | medical_risk_bucket=medical_hold_current_or_recent (-9) | contract_access_risk=40man_nonactive_contract_blocker (-6),medical_hold_before_scouting,40man_nonactive_contract_blocker,medical_hold_current_or_recent,stable_top50_review_locked,67.141,82.922,53.451,83.391,32.678,37.791,53.995,957.0,0.3410188065008889,0.0825496342737722,0.1619644723092998,0.4303153437416093,0.0992959107412518,,,,,,,44
foreign_hitter,외인타자,578428.0,,,,,,,,,34.831,64.831,29.0,-4.0,3.0,0.0,position_hold,외야 적합성 확인 필요,타격 표본 안정: recent PA 343,나이 정보 없음,"SSG runner-on-first 전환 병목을 겨냥한 OF/DH 후보; SSG fit 64.6; KBO translation 81.2; market 64.3; recent PA 343, wOBA 0.298",market_realism_status=medical_hold_before_scouting (-10) | medical_risk_bucket=medical_hold_current_or_recent (-9) | contract_access_risk=active_mlb_contract_blocker (-10),medical_hold_before_scouting,active_mlb_contract_blocker,medical_hold_current_or_recent,stable_top50_review_locked,64.582,81.224,64.28,71.822,43.507,40.759,53.79,343.0,0.2980769230769231,0.0699708454810495,0.1632653061224489,0.2862745098039215,0.0196078431372549,,,,,,,45
foreign_hitter,외인타자,572138.0,,,,,,,,,30.297,67.297,29.0,-4.0,-4.0,0.0,position_hold,외야 적합성 확인 필요,타격 표본 매우 작음: recent PA 9,나이 정보 없음,"SSG runner-on-first 전환 병목을 겨냥한 OF/DH 후보; SSG fit 67.1; KBO translation 85.1; market 64.9; recent PA 9, wOBA 0.100",market_realism_status=medical_hold_before_scouting (-10) | medical_risk_bucket=medical_hold_current_or_recent (-9) | contract_access_risk=active_mlb_contract_blocker (-10),medical_hold_before_scouting,active_mlb_contract_blocker,medical_hold_current_or_recent,stable_top50_review_locked,67.074,85.079,64.857,77.391,44.085,41.858,56.979,9.0,0.1,0.0,0.1111111111111111,0.5,0.0,,,,,,,46
foreign_pitcher,외인투수,676596.0,Josh Fleming,TOR,Pitcher,P,30.0,Left,Left,USA,80.886,76.386,0.5,5.0,0.0,0.0,pass,"AAA 선발 지속성: 10 GS, 53.0 IP",,연령 정상권: 30세,SSG 선발 runway/불펜 tax 문제에 맞춘 SP/multi-inning 후보; SSG fit 76.4; KBO translation 77.0; market 93.2; 2026 MiLB 53.0 IP/10 GS,market_realism_status=contract_verification_needed (-0.5),contract_verification_needed,non40man_or_outrighted_medium_access,no_public_medical_signal_from_roster_transactions,stable_top25_locked,76.411,77.023,93.219,73.548,64.072,61.159,65.068,,,,,,,current_aaa_starter_load,53.0,10.0,7.471698113207547,1.3584905660377358,0.5094339622641509,1
foreign_pitcher,외인투수,669145.0,Bruce Zimmermann,STL,Pitcher,P,31.0,Left,Left,USA,76.935,72.435,0.5,5.0,0.0,0.0,pass,"AAA 선발 지속성: 13 GS, 67.7 IP",,연령 정상권: 31세,SSG 선발 runway/불펜 tax 문제에 맞춘 SP/multi-inning 후보; SSG fit 72.2; KBO translation 71.3; market 93.1; 2026 MiLB 67.7 IP/13 GS,market_realism_status=contract_verification_needed (-0.5),contract_verification_needed,non40man_or_outrighted_medium_access,no_public_medical_signal_from_roster_transactions,stable_top25_locked,72.173,71.304,93.144,67.897,63.998,53.074,59.126,,,,,,,current_aaa_starter_load,67.66666666666667,13.0,9.975369458128078,2.2610837438423643,1.862068965517241,2
foreign_pitcher,외인투수,684320.0,Yariel Rodríguez,TOR,Pitcher,P,29.0,Right,Right,Cuba,76.318,75.318,1.0,2.0,0.0,0.0,pass,"AAA 스윙/멀티이닝: 1 GS, 13.7 IP",,연령 정상권: 29세,SSG 선발 runway/불펜 tax 문제에 맞춘 SP/multi-inning 후보; SSG fit 74.1; KBO translation 70.2; market 99.6; 2026 MiLB 13.7 IP/1 GS,market_realism_status=manual_contact_priority_locked (-2.5) | contract_access_bonus=recent_dfa_high_access (+1.5),manual_contact_priority_locked,recent_dfa_high_access,no_public_medical_signal_from_roster_transactions,stable_top25_locked,74.113,70.164,99.559,66.483,79.941,52.627,61.474,,,,,,,current_aaa_swing_or_multi_inning,13.666666666666666,1.0,16.463414634146343,5.926829268292683,0.0,3
foreign_pitcher,외인투수,624522.0,Keegan Thompson,COL,Pitcher,P,31.0,Right,Right,USA,76.022,72.022,1.0,5.0,0.0,0.0,pass,"AAA 선발 지속성: 5 GS, 32.3 IP",,연령 정상권: 31세,SSG 선발 runway/불펜 tax 문제에 맞춘 SP/multi-inning 후보; SSG fit 65.9; KBO translation 69.0; market 98.3; 2026 MiLB 32.3 IP/5 GS,market_realism_status=manual_contact_priority_locked (-2.5) | contract_access_bonus=recent_dfa_high_access (+1.5),manual_contact_priority_locked,recent_dfa_high_access,no_public_medical_signal_from_roster_transactions,stable_top25_locked,65.933,69.05,98.285,59.577,78.667,57.957,58.438,,,,,,,current_aaa_starter_load,32.333333333333336,5.0,5.288659793814432,2.7835051546391747,0.556701030927835,4
foreign_pitcher,외인투수,663465.0,Kolby Allard,CLE,Pitcher,P,28.0,Left,Left,USA,75.54,71.04,0.5,5.0,0.0,0.0,pass,"AAA 선발 지속성: 4 GS, 25.3 IP",,연령 정상권: 28세,SSG 선발 runway/불펜 tax 문제에 맞춘 SP/multi-inning 후보; SSG fit 68.1; KBO translation 70.6; market 93.0; 2026 MiLB 25.3 IP/4 GS,market_realism_status=contract_verification_needed (-0.5),contract_verification_needed,non40man_or_outrighted_medium_access,no_public_medical_signal_from_roster_transactions,stable_top25_locked,68.137,70.569,92.996,62.517,63.849,58.905,58.009,,,,,,,current_aaa_starter_load,25.333333333333332,4.0,7.460526315789474,3.1973684210526314,0.3552631578947369,5
foreign_pitcher,외인투수,656240.0,Scott Blewett,STL,Pitcher,P,30.0,Right,Right,USA,74.999,73.499,0.5,2.0,0.0,0.0,pass,"AAA 스윙/멀티이닝: 2 GS, 34.3 IP",,연령 정상권: 30세,SSG 선발 runway/불펜 tax 문제에 맞춘 SP/multi-inning 후보; SSG fit 72.7; KBO translation 72.0; market 93.2; 2026 MiLB 34.3 IP/2 GS,market_realism_status=contract_verification_needed (-0.5),contract_verification_needed,non40man_or_outrighted_medium_access,no_public_medical_signal_from_roster_transactions,stable_top25_locked,72.722,71.982,93.194,68.629,64.048,59.678,61.279,,,,,,,current_aaa_swing_or_multi_inning,34.333333333333336,2.0,12.058252427184463,3.932038834951456,0.7864077669902911,6
foreign_pitcher,외인투수,641312.0,Shaun Anderson,LAA,Pitcher,P,31.0,Right,Right,USA,74.989,70.989,1.0,5.0,0.0,0.0,pass,"AAA 선발 지속성: 4 GS, 27.3 IP",,연령 정상권: 31세,SSG 선발 runway/불펜 tax 문제에 맞춘 SP/multi-inning 후보; SSG fit 64.3; KBO translation 66.3; market 97.2; 2026 MiLB 27.3 IP/4 GS,market_realism_status=manual_contact_priority_locked (-2.5) | contract_access_bonus=recent_dfa_high_access (+1.5),manual_contact_priority_locked,recent_dfa_high_access,no_public_medical_signal_from_roster_transactions,stable_top25_locked,64.338,66.286,97.24,57.451,76.604,64.566,58.055,,,,,,,current_aaa_starter_load,27.333333333333332,4.0,9.548780487804878,3.951219512195122,0.9878048780487804,7
foreign_pitcher,외인투수,621199.0,Matt Bowman,TOR,Pitcher,P,35.0,Right,Right,USA,74.968,73.468,0.5,2.0,0.0,0.0,pass,"AAA 스윙/멀티이닝: 2 GS, 25.0 IP",,연령 정상권: 35세,SSG 선발 runway/불펜 tax 문제에 맞춘 SP/multi-inning 후보; SSG fit 72.7; KBO translation 72.0; market 93.2; 2026 MiLB 25.0 IP/2 GS,market_realism_status=contract_verification_needed (-0.5),contract_verification_needed,non40man_or_outrighted_medium_access,no_public_medical_signal_from_roster_transactions,stable_top25_locked,72.675,71.968,93.169,68.566,64.023,59.671,61.24,,,,,,,current_aaa_swing_or_multi_inning,25.0,2.0,10.8,2.88,0.72,8
foreign_pitcher,외인투수,646242.0,Jhonathan Díaz,SEA,Pitcher,P,29.0,Left,Left,Venezuela,74.748,70.248,0.5,5.0,0.0,0.0,pass,"AAA 선발 지속성: 13 GS, 60.3 IP",,연령 정상권: 29세,SSG 선발 runway/불펜 tax 문제에 맞춘 SP/multi-inning 후보; SSG fit 66.4; KBO translation 70.7; market 92.9; 2026 MiLB 60.3 IP/13 GS,market_realism_status=contract_verification_needed (-0.5),contract_verification_needed,non40man_or_outrighted_medium_access,no_public_medical_signal_from_roster_transactions,stable_top25_locked,66.362,70.709,92.896,60.15,63.75,58.757,56.947,,,,,,,current_aaa_starter_load,60.333333333333336,13.0,7.160220994475138,3.132596685082873,1.3425414364640884,9
foreign_pitcher,외인투수,669721.0,Davis Daniel,CIN,Pitcher,P,29.0,Right,Right,USA,74.672,70.172,0.5,5.0,0.0,0.0,pass,"AAA 선발 지속성: 13 GS, 63.0 IP",,연령 정상권: 29세,SSG 선발 runway/불펜 tax 문제에 맞춘 SP/multi-inning 후보; SSG fit 65.9; KBO translation 71.3; market 92.8; 2026 MiLB 63.0 IP/13 GS,market_realism_status=contract_verification_needed (-0.5),contract_verification_needed,non40man_or_outrighted_medium_access,no_public_medical_signal_from_roster_transactions,stable_top25_locked,65.936,71.295,92.797,59.581,63.651,58.843,56.841,,,,,,,current_aaa_starter_load,63.0,13.0,9.142857142857142,3.571428571428571,1.1428571428571428,10
foreign_pitcher,외인투수,663559.0,Bailey Falter,KC,Pitcher,P,29.0,Right,Left,USA,74.066,76.066,4.0,2.0,0.0,0.0,pass,"AAA 스윙/멀티이닝: 0 GS, 16.0 IP",,연령 정상권: 29세,SSG 선발 runway/불펜 tax 문제에 맞춘 SP/multi-inning 후보; SSG fit 72.7; KBO translation 75.3; market 98.3; 2026 MiLB 16.0 IP/0 GS,market_realism_status=manual_contact_priority_locked (-2.5) | medical_risk_bucket=medical_history_watch (-3) | contract_access_bonus=recent_dfa_high_access (+1.5),manual_contact_priority_locked,recent_dfa_high_access,medical_history_watch,stable_top25_locked,72.673,75.276,98.335,68.563,78.717,54.906,63.176,,,,,,,current_aaa_swing_or_multi_inning,16.0,0.0,12.9375,2.25,0.5625,11
foreign_pitcher,외인투수,691251.0,Andry Lara,WSH,Pitcher,P,23.0,Right,Right,Venezuela,73.788,68.288,0.5,5.0,0.0,1.0,pass,"AAA 선발 지속성: 12 GS, 60.3 IP",,연령 upside: 23세,SSG 선발 runway/불펜 tax 문제에 맞춘 SP/multi-inning 후보; SSG fit 63.7; KBO translation 67.9; market 92.7; 2026 MiLB 60.3 IP/12 GS,market_realism_status=contract_verification_needed (-0.5),contract_verification_needed,non40man_or_outrighted_medium_access,no_public_medical_signal_from_roster_transactions,stable_top50_review_locked,63.669,67.866,92.673,56.558,63.527,57.86,54.385,,,,,,,current_aaa_starter_load,60.333333333333336,12.0,8.353591160220994,2.983425414364641,1.4917127071823204,12
foreign_pitcher,외인투수,608723.0,Austin Voth,MIN,Pitcher,P,33.0,Right,Right,USA,72.891,68.391,0.5,5.0,0.0,0.0,pass,"AAA 선발 지속성: 10 GS, 40.3 IP",,연령 정상권: 33세,SSG 선발 runway/불펜 tax 문제에 맞춘 SP/multi-inning 후보; SSG fit 58.7; KBO translation 66.8; market 98.2; 2026 MiLB 40.3 IP/10 GS,market_realism_status=manual_contact_priority_locked (-2.5) | contract_access_bonus=recent_free_agent_or_released_high_access (+2),manual_contact_priority_locked,recent_free_agent_or_released_high_access,no_public_medical_signal_from_roster_transactions,stable_top50_review_locked,58.747,66.82,98.236,49.996,78.617,58.302,53.762,,,,,,,current_aaa_starter_load,40.333333333333336,10.0,7.809917355371901,2.9008264462809916,1.3388429752066116,13
foreign_pitcher,외인투수,596271.0,Casey Lawrence,SEA,Pitcher,P,38.0,Right,Right,USA,72.546,71.046,0.5,5.0,0.0,-3.0,pass,"AAA 선발 지속성: 14 GS, 79.0 IP",,연령 리스크: 38세,SSG 선발 runway/불펜 tax 문제에 맞춘 SP/multi-inning 후보; SSG fit 67.4; KBO translation 72.0; market 92.9; 2026 MiLB 79.0 IP/14 GS,market_realism_status=contract_verification_needed (-0.5),contract_verification_needed,non40man_or_outrighted_medium_access,no_public_medical_signal_from_roster_transactions,stable_top25_locked,67.388,72.041,92.946,61.517,63.8,59.154,57.99,,,,,,,current_aaa_starter_load,79.0,14.0,5.582278481012658,1.481012658227848,1.2531645569620251,14
foreign_pitcher,외인투수,663432.0,Tanner Rainey,DET,Pitcher,P,33.0,Right,Right,USA,72.366,70.866,0.5,2.0,0.0,0.0,pass,"AAA 스윙/멀티이닝: 1 GS, 26.3 IP",,연령 정상권: 33세,SSG 선발 runway/불펜 tax 문제에 맞춘 SP/multi-inning 후보; SSG fit 70.2; KBO translation 68.6; market 93.1; 2026 MiLB 26.3 IP/1 GS,market_realism_status=contract_verification_needed (-0.5),contract_verification_needed,non40man_or_outrighted_medium_access,no_public_medical_signal_from_roster_transactions,stable_top25_locked,70.16,68.648,93.07,65.214,63.924,52.287,57.073,,,,,,,current_aaa_swing_or_multi_inning,26.333333333333332,1.0,12.30379746835443,6.49367088607595,0.0,15
foreign_pitcher,외인투수,680689.0,Lyon Richardson,MIL,Pitcher,P,26.0,Switch,Right,USA,71.733,69.733,1.0,2.0,0.0,1.0,pass,"AAA 스윙/멀티이닝: 1 GS, 31.3 IP",,연령 upside: 26세,SSG 선발 runway/불펜 tax 문제에 맞춘 SP/multi-inning 후보; SSG fit 64.0; KBO translation 67.1; market 97.2; 2026 MiLB 31.3 IP/1 GS,market_realism_status=manual_contact_priority_locked (-2.5) | contract_access_bonus=recent_dfa_high_access (+1.5),manual_contact_priority_locked,recent_dfa_high_access,no_public_medical_signal_from_roster_transactions,stable_top50_review_locked,63.966,67.064,97.215,56.955,76.579,51.999,54.884,,,,,,,current_aaa_swing_or_multi_inning,31.333333333333332,1.0,9.765957446808512,4.595744680851064,0.574468085106383,16
foreign_pitcher,외인투수,664192.0,Joey Lucchesi,LAA,Pitcher,P,33.0,Left,Left,USA,71.22,69.72,0.5,2.0,0.0,0.0,pass,"AAA 스윙/멀티이닝: 0 GS, 23.3 IP",,연령 정상권: 33세,SSG 선발 runway/불펜 tax 문제에 맞춘 SP/multi-inning 후보; SSG fit 66.0; KBO translation 69.3; market 92.8; 2026 MiLB 23.3 IP/0 GS,market_realism_status=contract_verification_needed (-0.5),contract_verification_needed,non40man_or_outrighted_medium_access,no_public_medical_signal_from_roster_transactions,stable_top25_locked,66.006,69.269,92.822,59.675,63.676,58.405,56.272,,,,,,,current_aaa_swing_or_multi_inning,23.333333333333332,0.0,11.95714285714286,3.8571428571428577,0.7714285714285715,17
foreign_pitcher,외인투수,682445.0,Domingo Gonzalez,SEA,Pitcher,P,26.0,Right,Right,Dominican Republic,70.974,74.974,1.0,-4.0,0.0,1.0,pass,"불펜 트랙 주의: 0 GS, 21.7 IP",,연령 upside: 26세,SSG 선발 runway/불펜 tax 문제에 맞춘 SP/multi-inning 후보; SSG fit 71.0; KBO translation 71.0; market 99.5; 2026 MiLB 21.7 IP/0 GS,market_realism_status=manual_contact_priority_locked (-2.5) | contract_access_bonus=recent_dfa_high_access (+1.5),manual_contact_priority_locked,recent_dfa_high_access,no_public_medical_signal_from_roster_transactions,stable_top25_locked,70.998,71.008,99.509,62.33,79.891,61.178,61.993,,,,,,,current_aaa_bullpen_track,21.666666666666668,0.0,7.892307692307693,2.492307692307692,0.0,18
foreign_pitcher,외인투수,606160.0,Rafael Montero,NYY,Pitcher,P,35.0,Right,Right,Dominican Republic,70.917,69.417,0.5,2.0,0.0,0.0,pass,"AAA 스윙/멀티이닝: 1 GS, 16.0 IP",,연령 정상권: 35세,SSG 선발 runway/불펜 tax 문제에 맞춘 SP/multi-inning 후보; SSG fit 66.2; KBO translation 67.7; market 92.9; 2026 MiLB 16.0 IP/1 GS,market_realism_status=contract_verification_needed (-0.5),contract_verification_needed,non40man_or_outrighted_medium_access,no_public_medical_signal_from_roster_transactions,stable_top25_locked,66.173,67.651,92.872,59.897,63.725,58.065,55.892,,,,,,,current_aaa_swing_or_multi_inning,16.0,1.0,10.6875,3.9375,0.5625,19
foreign_pitcher,외인투수,670766.0,Darren McCaughan,CIN,Pitcher,P,30.0,Right,Right,USA,70.726,66.226,0.5,5.0,0.0,0.0,pass,"AAA 선발 지속성: 11 GS, 53.3 IP",,연령 정상권: 30세,SSG 선발 runway/불펜 tax 문제에 맞춘 SP/multi-inning 후보; SSG fit 62.6; KBO translation 64.2; market 92.5; 2026 MiLB 53.3 IP/11 GS,market_realism_status=contract_verification_needed (-0.5),contract_verification_needed,non40man_or_outrighted_medium_access,no_public_medical_signal_from_roster_transactions,stable_top50_review_locked,62.581,64.152,92.55,55.109,63.403,50.534,50.959,,,,,,,current_aaa_starter_load,53.333333333333336,11.0,8.268749999999999,3.2062500000000003,2.6999999999999997,20
foreign_pitcher,외인투수,592826.0,Vince Velasquez,CHC,Pitcher,P,34.0,Right,Right,USA,70.689,66.189,0.5,5.0,0.0,0.0,pass,"AAA 선발 지속성: 5 GS, 30.7 IP",,연령 정상권: 34세,SSG 선발 runway/불펜 tax 문제에 맞춘 SP/multi-inning 후보; SSG fit 62.8; KBO translation 63.5; market 92.6; 2026 MiLB 30.7 IP/5 GS,market_realism_status=contract_verification_needed (-0.5),contract_verification_needed,non40man_or_outrighted_medium_access,no_public_medical_signal_from_roster_transactions,stable_top50_review_locked,62.827,63.516,92.574,55.435,63.428,50.418,50.921,,,,,,,current_aaa_starter_load,30.666666666666668,5.0,10.565217391304348,6.456521739130435,1.1739130434782608,21
foreign_pitcher,외인투수,668716.0,Noah Murdock,PIT,Pitcher,P,27.0,Right,Right,USA,69.424,71.924,0.5,-3.0,0.0,1.0,pass,현행 2026 트랙 약함: recent_2025_2026_track_noncurrent,,연령 upside: 27세,SSG 선발 runway/불펜 tax 문제에 맞춘 SP/multi-inning 후보; SSG fit 70.8; KBO translation 69.1; market 93.1; 2026 MiLB 23.0 IP/1 GS,market_realism_status=contract_verification_needed (-0.5),contract_verification_needed,non40man_or_outrighted_medium_access,no_public_medical_signal_from_roster_transactions,stable_top25_locked,70.819,69.124,93.095,66.092,63.948,58.858,59.225,,,,,,,recent_2025_2026_track_noncurrent,23.0,1.0,10.56521739130435,2.3478260869565215,0.3913043478260869,22
foreign_pitcher,외인투수,679922.0,Carlos Duran,LAD,Pitcher,P,24.0,Right,Right,Dominican Republic,69.19,66.69,0.5,2.0,0.0,1.0,pass,"AAA 스윙/멀티이닝: 1 GS, 26.7 IP",,연령 upside: 24세,SSG 선발 runway/불펜 tax 문제에 맞춘 SP/multi-inning 후보; SSG fit 64.1; KBO translation 63.1; market 92.7; 2026 MiLB 26.7 IP/1 GS,market_realism_status=contract_verification_needed (-0.5),contract_verification_needed,non40man_or_outrighted_medium_access,no_public_medical_signal_from_roster_transactions,stable_top50_review_locked,64.056,63.131,92.723,57.075,63.577,50.458,51.589,,,,,,,current_aaa_swing_or_multi_inning,26.666666666666668,1.0,13.1625,5.7375,0.6749999999999999,23
foreign_pitcher,외인투수,641656.0,Ian Hamilton,ATL,Pitcher,P,31.0,Right,Right,USA,68.326,72.826,0.5,-4.0,0.0,0.0,pass,"불펜 트랙 주의: 0 GS, 19.7 IP",,연령 정상권: 31세,SSG 선발 runway/불펜 tax 문제에 맞춘 SP/multi-inning 후보; SSG fit 71.6; KBO translation 71.3; market 93.1; 2026 MiLB 19.7 IP/0 GS,market_realism_status=contract_verification_needed (-0.5),contract_verification_needed,non40man_or_outrighted_medium_access,no_public_medical_signal_from_roster_transactions,stable_top25_locked,71.629,71.316,93.119,67.172,63.973,59.422,60.393,,,,,,,current_aaa_bullpen_track,19.666666666666668,0.0,11.440677966101694,1.830508474576271,0.9152542372881356,24
foreign_pitcher,외인투수,471911.0,Carlos Carrasco,ATL,Pitcher,P,39.0,Right,Right,Venezuela,67.064,68.564,3.5,5.0,0.0,-3.0,pass,"AAA 선발 지속성: 6 GS, 30.0 IP",,연령 리스크: 39세,SSG 선발 runway/불펜 tax 문제에 맞춘 SP/multi-inning 후보; SSG fit 64.2; KBO translation 69.0; market 88.4; 2026 MiLB 30.0 IP/6 GS,market_realism_status=low_access_or_unknown_market_status (-5) | contract_access_bonus=recent_dfa_high_access (+1.5),low_access_or_unknown_market_status,recent_dfa_high_access,no_public_medical_signal_from_roster_transactions,stable_top25_locked,64.208,69.047,88.357,53.278,69.17,60.947,55.181,,,,,,,current_aaa_starter_load,30.0,6.0,7.800000000000001,2.1,1.2,25
foreign_pitcher,외인투수,669193.0,Jack Little,DET,Pitcher,P,28.0,Left,Right,USA,66.43,64.93,0.5,2.0,0.0,0.0,pass,"AAA 스윙/멀티이닝: 1 GS, 29.0 IP",,연령 정상권: 28세,SSG 선발 runway/불펜 tax 문제에 맞춘 SP/multi-inning 후보; SSG fit 59.3; KBO translation 62.7; market 92.2; 2026 MiLB 29.0 IP/1 GS,market_realism_status=contract_verification_needed (-0.5),contract_verification_needed,non40man_or_outrighted_medium_access,no_public_medical_signal_from_roster_transactions,stable_top50_review_locked,59.273,62.664,92.227,50.698,63.081,56.273,50.012,,,,,,,current_aaa_swing_or_multi_inning,29.0,1.0,9.0,3.724137931034482,1.2413793103448276,26
